CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,commodity,country_code,country,mts,year,month,date
2011,3,10019090,10,474,PR,1,917800,592989,592989,163962,WHEAT,MAR,Morocco,592.989,2011,3,2011-03-01
2011,5,10019090,10,357,RS,1,1017700,61077868,61445310,17793306,WHEAT,YEM,Yemen,61445.31,2011,5,2011-05-01
2011,5,10011010,10,097,PR,7,145200,0,2000,2488,WHEAT,BOL,Bolivia,2.0,2011,5,2011-05-01
2011,3,10019090,10,059,RS,1,1017700,163281380,194628380,56572035,WHEAT,DZA,Algeria,194628.38,2011,3,2011-03-01
2011,11,10011010,10,040,PR,1,927700,14400,14400,16762,WHEAT,AGO,Angola,14.4,2011,11,2011-11-01
2011,1,10019090,10,820,RS,1,1017700,26250,26250000,7323750,WHEAT,TUN,Tunisia,26250.0,2011,1,2011-01-01
2011,2,10019090,10,438,RS,1,1017700,2500000,2500000,737500,WHEAT,LBY,Libya,2500.0,2011,2,2011-02-01
2011,1,10019090,10,505,PR,1,917800,1900000,1900000,568100,WHEAT,MOZ,Mozambique,1900.0,2011,1,2011-01-01
2011,3,10019090,10,383,RS,1,1017700,27500000,27500000,8387500,WHEAT,ISR,Israel,27500.0,2011,3,2011-03-01
2011,3,10019090,10,623,PR,1,917800,35995070,35995070,11548570,WHEAT,KEN,Kenya,35995.07,2011,3,2011-03-01
2011,2,10019090,10,240,RS,1,1017700,49700000,62700000,18000000,WHEAT,EGY,Egypt,62700.0,2011,2,2011-02-01
2011,1,10019090,10,059,PR,1,927700,21650000,21650000,6280350,WHEAT,DZA,Algeria,21650.0,2011,1,2011-01-01
2011,4,10019090,10,623,PR,1,917800,6000000,6000000,1726000,WHEAT,KEN,Kenya,6000.0,2011,4,2011-04-01
2011,3,10019090,10,438,PR,1,917800,30000000,30000000,8730000,WHEAT,LBY,Libya,30000.0,2011,3,2011-03-01
2011,12,10019090,10,586,SP,7,145300,4,40,33,WHEAT,PRY,Paraguay,0.04,2011,12,2011-12-01
2011,1,10019090,10,820,PR,1,917800,23450000,23450000,6401850,WHEAT,TUN,Tunisia,23450.0,2011,1,2011-01-01
2011,4,10019090,10,240,RS,1,1017700,51554,51552983,16158211,WHEAT,EGY,Egypt,51552.983,2011,4,2011-04-01
2011,5,10019090,10,059,RS,1,1017700,27080,27080000,9117227,WHEAT,DZA,Algeria,27080.0,2011,5,2011-05-01
2011,11,10019090,10,586,PR,7,145300,12,106,106,WHEAT,PRY,Paraguay,0.106,2011,11,2011-11-01
2011,3,10019090,10,474,PR,1,927700,17997296,17997296,5766134,WHEAT,MAR,Morocco,17997.296,2011,3,2011-03-01
2011,10,10011090,10,097,PR,9,250151,22,22,90,WHEAT,BOL,Bolivia,0.022,2011,10,2011-10-01
2011,4,10019090,10,827,PR,1,917800,54758571,54758571,16484900,WHEAT,TUR,Turkey,54758.571,2011,4,2011-04-01
2011,3,10019090,10,081,RS,1,1017700,36178880,36178880,10396348,WHEAT,BGD,Bangladesh,36178.88,2011,3,2011-03-01
2011,4,10019090,10,177,RS,1,1017700,8065,8064374,2459634,WHEAT,COG,Congo,8064.374,2011,4,2011-04-01
2011,6,10019090,10,053,SP,1,917800,16190330,16190330,4776147,WHEAT,SAU,Saudi Arabia,16190.33,2011,6,2011-06-01
2011,2,10019090,10,059,PR,1,917800,10000000,10000000,3150000,WHEAT,DZA,Algeria,10000.0,2011,2,2011-02-01
2011,2,10019090,10,744,PR,1,927700,26500000,26500000,7423886,WHEAT,SYR,Syria,26500.0,2011,2,2011-02-01
2011,5,10011090,10,607,SC,1,927800,0,3000,3180,WHEAT,PRT,Portugal,3.0,2011,5,2011-05-01
2011,3,10019090,10,827,PR,1,917800,5585629,5585629,1621973,WHEAT,TUR,Turkey,5585.629,2011,3,2011-03-01
2011,3,10019090,10,820,RS,1,1017700,24774498,49250000,14575978,WHEAT,TUN,Tunisia,49250.0,2011,3,2011-03-01
2011,3,10019090,10,827,RS,1,1017700,50036794,56030794,18451742,WHEAT,TUR,Turkey,56030.794,2011,3,2011-03-01
2011,6,10011010,10,063,RS,7,1010900,0,440,559,WHEAT,ARG,Argentina,0.44,2011,6,2011-06-01
2011,4,10019090,10,177,SC,1,1017700,34,34039,10382,WHEAT,COG,Congo,34.039,2011,4,2011-04-01
2011,5,10019090,10,623,PR,1,917800,8053525,8053525,2291799,WHEAT,KEN,Kenya,8053.525,2011,5,2011-05-01
2011,12,10019090,10,586,PR,7,145300,66,660,321,WHEAT,PRY,Paraguay,0.66,2011,12,2011-12-01
2011,6,10019090,10,623,SP,1,917800,10000000,10000000,2950000,WHEAT,KEN,Kenya,10000.0,2011,6,2011-06-01
2011,6,10019090,10,059,RS,1,1017700,27500,27500000,9189851,WHEAT,DZA,Algeria,27500.0,2011,6,2011-06-01
2011,4,10019090,10,177,PR,1,1017700,2,1587,484,WHEAT,COG,Congo,1.587,2011,4,2011-04-01
2011,1,10019090,10,750,PR,1,917800,21300000,21300000,6155700,WHEAT,LKA,Sri Lanka,21300.0,2011,1,2011-01-01
2011,3,10019090,10,528,PR,1,1017700,9152,9151730,3020071,WHEAT,NGA,Nigeria,9151.73,2011,3,2011-03-01
2011,4,10019090,10,474,SP,1,1017700,18950000,18950000,5590250,WHEAT,MAR,Morocco,18950.0,2011,4,2011-04-01
2011,2,10019090,10,059,PR,1,927700,25411423,25411423,7445548,WHEAT,DZA,Algeria,25411.423,2011,2,2011-02-01
2011,12,10019090,10,528,RS,1,1017700,1000000,1000000,302000,WHEAT,NGA,Nigeria,1000.0,2011,12,2011-12-01
2012,3,10019900,10,386,RS,1,1017700,1038955,1038955,280518,WHEAT,ITA,Italy,1038.955,2012,3,2012-03-01
2012,2,10019900,10,505,RS,1,1017700,23714000,23714000,5273370,WHEAT,MOZ,Mozambique,23714.0,2012,2,2012-02-01
2012,3,10011900,10,438,PR,1,917800,6330,6330,1288,WHEAT,LBY,Libya,6.33,2012,3,2012-03-01
2012,3,10019900,10,244,SC,1,1017700,1000000,1000000,263000,WHEAT,ARE,United Arab Emirates,1000.0,2012,3,2012-03-01
2012,4,10019900,10,244,RS,1,1017700,163322943,163322943,42897471,WHEAT,ARE,United Arab Emirates,163322.943,2012,4,2012-04-01
2012,4,10019900,10,759,PR,1,917800,10441762,10441762,2244979,WHEAT,SDN,Sudan,10441.762,2012,4,2012-04-01
